DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-02-01 05:21:00,0.444,0.12,240.61,1.8,0,0,0
2007-02-01 05:22:00,0.444,0.12,240.78,1.8,0,0,0
2007-02-01 05:23:00,0.5539999999999999,0.24,240.12,2.6,0,0,0
2007-02-01 05:24:00,0.5479999999999999,0.252,240.64,2.4,0,0,0
2007-02-01 05:25:00,0.536,0.242,241.37,2.4,0,0,0
2007-02-01 05:26:00,0.474,0.154,241.41,2.0,0,0,0
2007-02-01 05:27:00,0.47200000000000003,0.152,241.16,2.0,0,0,0
2007-02-01 05:28:00,0.544,0.242,242.38,2.6,0,0,0
2007-02-01 05:29:00,0.5579999999999999,0.28600000000000003,242.73,2.6,0,1,0
2007-02-01 05:30:00,0.5539999999999999,0.28600000000000003,242.63,2.6,0,1,0
2007-02-01 05:31:00,0.5539999999999999,0.28800000000000003,242.93,2.6,0,1,0
2007-02-01 05:32:00,0.5539999999999999,0.28600000000000003,242.67,2.6,0,2,0
2007-02-01 05:33:00,0.5539999999999999,0.28600000000000003,242.89,2.6,0,1,0
2007-02-01 05:34:00,0.552,0.284,242.36,2.4,0,2,0
2007-02-01 05:35:00,0.55,0.28,242.03,2.4,0,1,0
2007-02-01 05:36:00,0.546,0.276,241.33,2.4,0,1,0
2007-02-01 05:37:00,0.51,0.22399999999999998,242.25,2.2,0,2,0
2007-02-01 05:38:00,0.456,0.146,242.06,2.0,0,1,0
2007-02-01 05:39:00,0.456,0.14800000000000002,242.46,2.0,0,2,0
2007-02-01 05:40:00,0.456,0.146,242.47,2.0,0,1,0
2007-02-01 05:41:00,0.46,0.156,243.93,2.0,0,1,0
2007-02-01 05:42:00,0.45799999999999996,0.154,243.58,2.0,0,2,0
2007-02-01 05:43:00,0.45399999999999996,0.146,242.4,2.0,0,1,0
2007-02-01 05:44:00,0.45399999999999996,0.15,243.04,2.0,0,1,0
2007-02-01 05:45:00,0.45399999999999996,0.152,243.32,2.0,0,2,0
2007-02-01 05:46:00,0.452,0.15,243.15,2.0,0,1,0
2007-02-01 05:47:00,0.45399999999999996,0.154,243.81,2.0,0,1,0
2007-02-01 05:48:00,0.452,0.154,243.53,2.0,0,1,0
2007-02-01 05:49:00,0.45399999999999996,0.158,244.22,2.0,0,2,0
2007-02-01 05:50:00,0.45799999999999996,0.166,245.82,2.0,0,1,0
2007-02-01 05:51:00,0.46,0.17,246.55,2.0,0,1,0
2007-02-01 05:52:00,0.45399999999999996,0.16,244.86,2.0,0,1,0
2007-02-01 05:53:00,0.452,0.156,243.94,2.0,0,2,0
2007-02-01 05:54:00,0.44799999999999995,0.15,242.86,1.8,0,1,0
2007-02-01 05:55:00,0.386,0.0,244.1,1.6,0,0,0
2007-02-01 05:56:00,0.38,0.0,244.46,1.6,0,0,0
2007-02-01 05:57:00,0.384,0.0,245.72,1.6,0,0,0
2007-02-01 05:58:00,0.384,0.0,245.97,1.6,0,0,0
2007-02-01 05:59:00,0.386,0.0,245.79,1.6,0,0,0
2007-02-01 06:00:00,0.424,0.062,246.08,1.8,0,0,0
2007-02-01 06:01:00,0.462,0.142,244.67,2.0,0,0,0
2007-02-01 06:02:00,0.46,0.138,243.85,2.0,0,0,0
2007-02-01 06:03:00,0.46,0.138,244.07,2.0,0,0,0
2007-02-01 06:04:00,0.466,0.146,245.59,2.0,0,0,0
2007-02-01 06:05:00,0.516,0.198,246.23,2.2,0,0,0
2007-02-01 06:06:00,0.5760000000000001,0.29,245.97,2.6,0,0,0
2007-02-01 06:07:00,0.5720000000000001,0.292,246.22,2.6,0,0,0
2007-02-01 06:08:00,0.532,0.23600000000000002,246.03,2.4,0,0,0
2007-02-01 06:09:00,0.49200000000000005,0.17600000000000002,245.13,2.0,0,0,0
2007-02-01 06:10:00,0.488,0.172,244.33,2.0,0,0,0
2007-02-01 06:11:00,0.484,0.17,243.93,2.0,0,0,0
2007-02-01 06:12:00,0.48200000000000004,0.166,243.41,2.0,0,0,0
